businessDate,openPrice,highPrice,lowPrice,previousDayClosePrice,fiftyTwoWeekHigh,lastTradedPrice,totalTradedQuantity,closePrice,EMA,MACD,Signal
2025-01-20,9.01,9.3,9.01,9.01,10.45,9.15,48700,9.15,9.139936096638055,-0.07137602204829463,-0.059752756776140864
2025-01-21,8.98,9.18,8.98,9.15,10.45,9.18,9200,9.18,9.146099774078355,-0.06289292840900451,-0.0603807911027136
2025-01-22,9.18,9.3,9.02,9.18,10.45,9.08,24000,9.08,9.1359305780663,-0.06350710942199456,-0.06100605476656979
2025-01-23,8.95,9.2,8.93,9.08,10.45,9.1,26000,9.1,9.130402796825331,-0.06166913603420099,-0.061138671020096035
2025-01-26,9.28,9.45,8.96,9.1,10.45,9.2,21724,9.2,9.141110058852203,-0.05154913823995777,-0.05922076446406839
2025-01-27,9.38,9.56,9.0,9.2,10.45,9.18,34339,9.18,9.147093126721094,-0.044628352067942245,-0.05630228198484317
2025-01-28,9.02,9.34,8.91,9.18,10.45,9.17,30650,9.17,9.150617261071694,-0.03949521928852384,-0.052940869445579304
2025-02-02,9.14,9.36,9.0,9.17,10.45,9.03,35139,9.03,9.132060759368358,-0.046191537261474735,-0.05159100300875839
2025-02-03,9.03,9.37,9.03,9.03,10.45,9.25,43484,9.25,9.150205257927071,-0.03336168339684775,-0.047945139086376265
2025-02-04,9.08,9.31,8.91,9.25,10.45,9.0,30812,9.0,9.127096756707521,-0.042872633407217364,-0.04693063795054449
2025-02-05,9.0,9.18,9.0,9.0,10.45,9.07,29406,9.07,9.11831264029098,-0.044251609815258774,-0.04639483232348735
2025-02-06,9.0,9.18,9.0,9.07,10.45,9.18,11200,9.18,9.127803003323137,-0.03605278381226995,-0.04432642262124387
